pqu_id,application_version,pqu_train,release_number,change_cutoff_date,train_start_date,train_end_date,status,application_build,platform_build,uep_version,station_schedule_available,first_seen_at,last_changed_at,source_commit,source_url,source_raw_url
10.0.48-PQU-16,10.0.48,PQU-16,16,2027-02-03,2027-02-03,2027-02-27,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.48-PQU-17,10.0.48,PQU-17,17,2027-02-24,2027-02-24,2027-03-20,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-1,10.0.49,PQU-1,1,2026-10-07,2026-10-07,2026-10-31,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-2,10.0.49,PQU-2,2,2026-10-21,2026-10-21,2026-11-14,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-3,10.0.49,PQU-3,3,2026-11-04,2026-11-04,2026-11-28,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-4,10.0.49,PQU-4,4,2026-11-18,2026-11-18,2026-12-12,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-5,10.0.49,PQU-5,5,2026-12-02,2026-12-02,2026-12-26,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-6,10.0.49,PQU-6,6,2026-12-16,2026-12-16,2027-01-09,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-7,10.0.49,PQU-7,7,2026-12-30,2026-12-30,2027-01-23,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-8,10.0.49,PQU-8,8,2027-01-13,2027-01-13,2027-02-06,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-9,10.0.49,PQU-9,9,2027-01-27,2027-01-27,2027-02-20,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-10,10.0.49,PQU-10,10,2027-02-10,2027-02-10,2027-03-06,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-11,10.0.49,PQU-11,11,2027-02-24,2027-02-24,2027-03-20,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-12,10.0.49,PQU-12,12,2027-03-10,2027-03-10,2027-04-03,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-13,10.0.49,PQU-13,13,2027-03-24,2027-03-24,2027-04-17,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-14,10.0.49,PQU-14,14,2027-04-07,2027-04-07,2027-05-01,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-15,10.0.49,PQU-15,15,2027-04-21,2027-04-21,2027-05-15,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-16,10.0.49,PQU-16,16,2027-05-05,2027-05-05,2027-05-29,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
10.0.49-PQU-17,10.0.49,PQU-17,17,2027-05-26,2027-05-26,2027-06-19,Not Started,,,,false,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/get-started/quality-updates-schedule,https://raw.githubusercontent.com/MicrosoftDocs/dynamics-365-unified-operations-public/deb37ecf6bc37a4862d78515fa35d8a4dc38bcdd/articles/fin-ops-core/dev-itpro/get-started/quality-updates-schedule.md
